================================================================================
EXTRACTION COMPLÈTE DU FICHIER: belge.vnd
================================================================================

INFORMATIONS DU FICHIER:
--------------------------------------------------------------------------------
Nom:              belge.vnd
  - REPONSE
  - REPONSEM
  - RESSORT
  - ROUEDENT
  - ROUGE
  - RUBAN
  - SABOT1
  - SABOT2
  - SACADOS
  - SALIERE
  - SCORE
  - SCOREPEINTRE
  - SCOTCH
  - SECHE
  - SIROP
  - SKATE
  - SOUSMARINOK
  - SOUSMARINOK2
  - SUEDE
  - TAILLEPIERRE
  - TELEPHONE
  - TEMPSLAPIN
  - TICKET
  - TICKET_A
  - TONDEUSE
  - TONO
  - TOURNEVIS
  - TRANS
  - TULIPEJAUNE
  - Toolbar
  - VASE
  - VINCI
  - VIOLON
  - VNFILE
  - active
  - calc1
  - etoile
  - etoile1
  - gagne
  - matiquese
  - matiquesl
  - ographie
  - ographiel
  - perdu
  - pondu
  - telep


================================================================================
CONDITIONS ET LOGIQUE:
================================================================================
  affichem != 1 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 1 then playwav cartoon.wav 1
  affichem != 2 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 2 then playwav cartoon.wav 1
  affichem != 3 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 3 then playwav cartoon.wav 1
  affichem != 4 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 4 then playwav cartoon.wav 1
  affichem != 5 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 5 then playwav cartoon.wav 1
  affichem != 6 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 6 then playwav cartoon.wav 1
  affichem != 7 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 7 then playwav cartoon.wav 1
  affichem != 8 then addbmp perdu rol\perdu.bmp 0 7 251
  affichem != 8 then playwav cartoon.wav 1
  affichem = 1 then addbmp fra rol\mo_fra.bmp 0 14 156
  affichem = 1 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 1 then delbmp cou
  affichem = 1 then playwav cling.wav 1
  affichem = 2 then addbmp fra rol\mo_dra.bmp 0 18 148
  affichem = 2 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 2 then playwav cling.wav 1
  affichem = 3 then addbmp fra rol\mo_esc.bmp 0 14 153
  affichem = 3 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 3 then playwav cling.wav 1
  affichem = 4 then addbmp fra rol\mo_pes.bmp 0 22 156
  affichem = 4 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 4 then playwav cling.wav 1
  affichem = 5 then addbmp fra rol\mo_lire.bmp 0 21 159
  affichem = 5 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 5 then playwav cling.wav 1
  affichem = 6 then addbmp fra rol\mo_mark.bmp 0 22 145
  affichem = 6 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 6 then playwav cling.wav 1
  affichem = 7 then addbmp fra rol\mo_lir.bmp 0 32 160
  affichem = 7 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 7 then playwav cling.wav 1
  affichem = 8 then addbmp gagne rol\gagne.bmp 0 7 251
  affichem = 8 then playwav cling.wav 1
  ail = 2 then dec_var ail 1
  ail = 2 then inc_var non 1
  allemagne = 1  then dec_var allemagne 1
  allemagne = 1 then  addbmp info ..\..\barre\images\p_all.bmp 6 452 400
  allumette = 2 then dec_var allumette 1
  allumette = 2 then inc_var non 1
  angleterre = 1 then  addbmp info ..\..\barre\images\p_angl.bmp 6 452 400
  angleterre = 1 then dec_var angleterre 1
  ap = 2 then dec_var api 1
  ap_photo = 2 then dec_var ap_photo 1
  ap_photo = 2 then inc_var non 1
  api  = 2 then inc_var non 1
  autriche = 1  then dec_var autriche 1
  autriche = 1 then  addbmp info ..\..\barre\images\p_autriche.bmp 6 452 400
  ballon1 = 2 then dec_var ballon1 1
  ballon1 = 2 then inc_var non 1
  belgique = 1 then  addbmp info ..\..\barre\images\p_belgique.bmp 6 452 400
  bisous = 2 then dec_var bisous 1
  bisous = 2 then inc_var non 1
  bonnet = 2 then dec_var bonnet 1
  bonnet = 2 then inc_var non 1
  bonus6 = 0 then playtext 80 370 125 365 0 Question bonus
  bonus6 = 0 then playwav ..\..\couleurs1\digit\bruit\boing.wav 1
  bonus6 = 0 then set_var bonus6 1
  bonus6 = 1 then dec_var score 10
  bonus6 = 1 then inc_var bonus4 1
  bonus6 = 1 then inc_var bonus6 1
  bonus6 = 1 then inc_var score 10
  bonus6 = 1 then playavi ..\..\couleurs1\movie\bonus1.avi 1 421 70 630 290
  bonus6 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
  bonus6 = 1 then playhtml bonus6.htm 0 50 100 600 400
  bonus6 = 1 then playwav cartoon.wav 1
  bonus6 = 1 then playwav cling.wav 1
  bonus6 = 1 then scene 27k
  bonus6 = 1 then scene 6
  bonus6 = 2 then playtext 80 370 125 365 0 tu as d
  bonus8 =  1 then scene 27k
  bonus8 = 0 then playtext 30 70 125 365 0 Question bonus
  bonus8 = 0 then playwav ..\..\couleurs1\digit\bruit\boing.wav 1
  bonus8 = 0 then set_var bonus8 1
  bonus8 = 1 then dec_var score 10
  bonus8 = 1 then inc_var bonus8 1
  bonus8 = 1 then inc_var score 10
  bonus8 = 1 then playavi ..\..\couleurs1\movie\bonus1.avi 1 421 70 630 290
  bonus8 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
  bonus8 = 1 then playhtml bonus8.htm 0 50 100 600 400
  bonus8 = 1 then playwav cartoon.wav 1
  bonus8 = 1 then playwav cling.wav 1
  bonus8 = 1 then scene 2
  bonus8 = 2 then playtext 30 70 125 365 0 tu as d
  bonus9 = 0 then playtext 30 270 125 365 0 Question bonus
  bonus9 = 0 then playwav ..\..\couleurs1\digit\bruit\boing.wav 1
  bonus9 = 0 then set_var bonus9 1
  bonus9 = 1 then dec_var score 10
  bonus9 = 1 then inc_var bonus9 1
  bonus9 = 1 then inc_var score 10
  bonus9 = 1 then playavi ..\..\couleurs1\movie\bonus1.avi 1 421 70 630 290
  bonus9 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
  bonus9 = 1 then playhtml bonus9.htm 0 50 100 600 400
  bonus9 = 1 then playwav cartoon.wav 1
  bonus9 = 1 then playwav cling.wav 1
  bonus9 = 1 then scene 27k
  bonus9 = 1 then scene 4
  bonus9 = 2 then playtext 30 270 125 365 0 tu as d
  bouee = 2 then dec_var bouee 1
  bouee = 2 then inc_var non 1
  bougie = 2 then dec_var bougie 1
  bougie = 2 then inc_var non 1
  bouillon = 2 then dec_var bouillon 1
  bouillon = 2 then inc_var non 1
  bout_eau = 2 then dec_var bout_eau 1
  bout_eau = 2 then inc_var non 1
  bout_plo = 2 then dec_var bout_plo 1
  bout_plo = 2 then inc_var non 1
  bouteille = 2 then dec_var bouteille 1
  bouteille = 2 then inc_var non 1
  burette = 2 then dec_var burette 1
  burette = 2 then inc_var non 1
  bus = 2 then dec_var bus 1
  bus = 2 then inc_var non 1
  calc = 1 then addbmp calc1  ..\..\barre\images\calc1.bmp 6 246 400
  calc = 1 then addbmp etoile ..\..\barre\images\calc2.bmp 6 249 400
  calc = 1 then addbmp etoile1 ..\..\barre\images\textetc.bmp 6 0 450
  calc = 1 then rundll ..\barre\euro32.dll
  castagnette = 2 then dec_var castagnette 1
  castagnette = 2 then inc_var non 1
  champagne = 2 then dec_var champagne 1
  champagne = 2 then inc_var non 1
  cheval  = 2 then inc_var non 1
  cheval = 2 then dec_var cheval 1
  chewing != 0 then addbmp bonbon rol\bonbon.bmp 0 173 0
  chewing = 0 then dec_var score 7
  chewing = 0 then playbmp rol\chewing.bmp 0 299 107
  chewing = 0 then set_var chewing 1
  chewing = 1 then addbmp bonbon rol\bonbon.bmp 0 173 0
  chewing = 2 then dec_var chewing 1
  chewing = 2 then inc_var non 1
  chianti = 2 then dec_var chianti 1
  chianti = 2 then inc_var non 1
  chouette = 2 then dec_var chouette 1
  chouette = 2 then inc_var non 1
  chouetteor = 2 then dec_var chouetteor 1
  chouetteor = 2 then inc_var non 1
  cire = 2 then dec_var cire 1
  cire = 2 then inc_var non 1
  ciseau = 2 then inc_var non 1
  ciseaux = 2 then dec_var ciseaux 1
  clejaune = 2 then dec_var clejaune 1
  clejaune = 2 then inc_var non 1
  clerouge = 2 then dec_var clerouge 1
  clerouge = 2 then inc_var non 1
  cleverte = 2 then dec_var cleverte 1
  cleverte = 2 then inc_var non 1
  cpays = <numpays> then inc_var numpaysscore 1 else dec_var score 1
  cpays = <numpays> then playwav cling.wav 1 else playwav cartoon.wav 1
  danemark = 1  then dec_var danemark 1
  danemark = 1 then  addbmp info ..\..\barre\images\p_danemark.bmp 6 452 400
  dico = 1 then runprj ..\biblio\biblio.vnp 13
  dorade = 2 then dec_var dorade 1
  dorade = 2 then inc_var non 1
  ecosse = 1  then dec_var ecosse 1
  ecosse = 1 then  addbmp info ..\..\barre\images\p_ecosse.bmp 6 452 400
  espagne = 1  then dec_var espagne 1
  espagne = 1 then  addbmp info ..\..\barre\images\p_espagne.bmp 6 452 400
  euroland = 1 then  addbmp info ..\..\barre\images\p_euroland.bmp 6 452 400
  euroland = 1 then dec_var euroland 1
  farine = 2 then dec_var farine 1
  farine = 2 then inc_var non 1
  finlande = 1  then dec_var finlande 1
  finlande = 1 then  addbmp info ..\..\barre\images\p_finland.bmp 6 452 400
  fiole = 1 then addbmp fiole ..\..\barre\images\f1.bmp 6 197 461
  fiole = 10 then addbmp fiole ..\..\barre\images\f10.bmp 6 197 461
  fiole = 11 then addbmp fiole ..\..\barre\images\f11.bmp 6 196 461
  fiole = 12 then addbmp fiole ..\..\barre\images\f12.bmp 6 196 461
  fiole = 2 then addbmp fiole ..\..\barre\images\f2.bmp 6 196 461
  fiole = 3 then addbmp fiole ..\..\barre\images\f3.bmp 6 196 461
  fiole = 4 then addbmp fiole ..\..\barre\images\f4.bmp 6 197 461
  fiole = 5 then addbmp fiole ..\..\barre\images\f5.bmp 6 197 461
  fiole = 6 then addbmp fiole ..\..\barre\images\f6.bmp 6 196 461
  fiole = 7 then addbmp fiole ..\..\barre\images\f7.bmp 6 197 461
  fiole = 8 then addbmp fiole ..\..\barre\images\f8.bmp 6 197 461
  fiole = 9 then addbmp fiole ..\..\barre\images\f9.bmp 6 196 461
  fioleangleterre = 2 then dec_var  fioleangleterre 1d
  fioleangleterre = 2 then inc_var non 1
  fioleautriche = 2 then dec_var  fioleautriche 1
  fioleautriche = 2 then inc_var non 1
  fioleecosse = 2 then dec_var  fioleecosse 1
  fioleecosse = 2 then inc_var non 1
  fioleespagne = 2 then dec_var  fioleespagne 1
  fioleespagne = 2 then inc_var non 1
  fioleespagne2 = 2 then dec_var  fioleespagne2 1
  fioleespagne2 = 2 then inc_var non 1
  fiolefinlande = 2 then dec_var  fiolefinlande 1
  fiolefinlande = 2 then inc_var non 1
  fiolegrece = 2 then dec_var  fiolegrece 1
  fiolegrece = 2 then inc_var non 1
  fiolegrece2 = 2 then dec_var  fiolegrece2 1
  fiolegrece2 = 2 then inc_var non 1
  fioleirlande = 2 then dec_var  fioleirlande 1
  fioleirlande = 2 then inc_var non 1
  fioleitalie = 2 then dec_var  fioleitalie 1
  fioleitalie = 2 then inc_var non 1
  fiolepaysbas = 2 then dec_var  fiolepaysbas 1
  fiolepaysbas = 2 then inc_var non 1
  fiolesuede = 2 then dec_var  fiolesuede 1
  fiolesuede = 2 then inc_var non 1
  france = 1  then dec_var france 1
  france = 1 then  addbmp info ..\..\barre\images\p_france.bmp 6 452 400
  fromage = 2 then dec_var fromage 1
  fromage = 2 then inc_var non 1
  grece = 1  then dec_var grece 1
  grece = 1 then  addbmp info ..\..\barre\images\p_grece.bmp 6 452 400
  guitare = 2 then dec_var guitare 1
  guitare = 2 then inc_var non 1
  harpon = 2 then dec_var harpon 1
  harpon = 2 then inc_var non 1
  helice = 2 then dec_var helice 1
  helice = 2 then inc_var non 1
  hotte = 2 then dec_var  hotte 1
  hotte = 2 then inc_var non 1
  houblon = 2 then dec_var houblon 1
  houblon = 2 then inc_var non 1
  huile = 2 then dec_var huile 1
  huile = 2 then inc_var non 1
  irlande = 1  then dec_var irlande 1
  irlande = 1 then  addbmp info ..\..\barre\images\p_irlande.bmp 6 452 400
  italie = 1  then dec_var italie 1
  italie = 1 then  addbmp info ..\..\barre\images\p_italie.bmp 6 452 400
  laine = 2 then dec_var laine 1
  laine = 2 then inc_var non 1
  levure = 2 then dec_var  levure 1
  levure = 2 then inc_var non 1
  loupe = 2 then dec_var loupe 1
  loupe = 2 then inc_var non 1
  masque = 2 then dec_var masque 1
  masque = 2 then inc_var non 1
  masse = 2 then dec_var masse 1
  masse = 2 then inc_var non 1
  math = 1 then set_var non 2
  moule = 2 then dec_var moule 1
  moule = 2 then inc_var non 1
  non = 0 then playavi confise.avi 1 283 120 376 182
  non = 0 then playavi gym1.avi 1 76 169 142 270
  non = 0 then playavi math3.avi 1 123 190 230 245
  non = 0 then playavi motard1.avi 1 429 206 514 256
  non = 0 then playavi p_hist1.avi 1 71 50 159 137
  non = 0 then rundll probleme.dll
  non = 0 then scene 15l
  non = 0 then scene 9l
  non = 1 then playavi confise99.avi 1 283 120 376 182l
  non = 1 then playavi geo99.avi 1 201 20 269 114
  non = 1 then playavi gym99.avi 1 76 169 142 270
  non = 1 then playavi math99.avi 1 123 190 230 245
  non = 1 then playavi motard99.avi 1 429 206 514 256
  non = 1 then playavi p_hist2.avi 1 71 50 159 137
  non = 1 then playavi p_hist2.avi 1 71 50 159 137l
  non = 2 then playavi geo1.avi 1 201 20 269 114
  non = 2 then playavi p_hist3.avi 1 71 50 159 137
  non = 2 then scene 20
  non = 3 then playavi geo99.avi 1 201 20 269 114
  numpays = 1 then addbmp drap drapeaux\D1.bmp 0 480 100
  numpays = 10 then addbmp drap drapeaux\D10.bmp 0 480 100
  numpays = 11 then addbmp drap drapeaux\D11.bmp 0 480 100
  numpays = 12 then addbmp drap drapeaux\D12.bmp 0 480 100
  numpays = 13 then addbmp drap drapeaux\D13.bmp 0 480 100
  numpays = 14 then addbmp drap drapeaux\D14.bmp 0 480 100
  numpays = 15 then addbmp drap drapeaux\D15.bmp 0 480 100
  numpays = 16 then addbmp drap drapeaux\D16.bmp 0 480 100i
  numpays = 2 then addbmp drap drapeaux\D2.bmp 0 480 100
  numpays = 3 then addbmp drap drapeaux\D3.bmp 0 480 100
  numpays = 4 then addbmp drap drapeaux\D4.bmp 0 480 100
  numpays = 5 then addbmp drap drapeaux\D5.bmp 0 480 100
  numpays = 6 then addbmp drap drapeaux\D6.bmp 0 480 100
  numpays = 7 then addbmp drap drapeaux\D7.bmp 0 480 100
  numpays = 8 then addbmp drap drapeaux\D8.bmp 0 480 100
  numpays = 9 then addbmp drap drapeaux\D9.bmp 0 480 100
  numpays = <numpays2> then hotspot 18
  numpaysscore != 0 then addtext quest  6  390 380 400 400 0 <numpaysscore>
  numpaysscore = 0 then inc_var non 2
  numpaysscore = 1 then addtext quest2 6  420 380 640 480 0 bonne r
  numpaysscore = 10 then inc_var score 100
  numpaysscore = 10 then playwav applaud.wav 1
  numpaysscore = 10 then scene 21 else hotspot 18d
  numpaysscore = 8 then set_var non 4
  oignon  = 2 then inc_var non 1
  oignon = 2 then dec_var oignon 1
  olive = 2 then dec_var olive 1
  olive = 2 then inc_var non 1
  orge = 2 then dec_var orge 1
  orge = 2 then inc_var non 1
  pain = 2 then dec_var pain 1
  pain = 2 then inc_var non 1
  palme = 2 then dec_var palme 1
  palme = 2 then inc_var non 1
  papiercado = 2 then dec_var papiercado 1
  papiercado = 2 then inc_var non 1
  parfum = 2 then dec_var parfum 1
  parfum = 2 then inc_var non 1
  partition = 2 then dec_var partition 1
  partition = 2 then inc_var non 1
  paysbas = 1  then dec_var paysbas 1
  paysbas = 1 then  addbmp info ..\..\barre\images\p_pays.bmp 6 452 400
  photo = 2 then dec_var photo 1
  photo = 2 then inc_var non 1
  piece = 0 then scene 11i
  piece = 1 then addbmp piece rol\main.bmp 0 0 308j
  piece = 2 then dec_var piece 1
  piece = 2 then inc_var non 1
  piece >= 1 then scene 5
  pier_berlin = 2 then dec_var pier_berlin 1
  pier_berlin = 2 then inc_var non 1
  pierreor = 2 then dec_var pierreor 1
  pierreor = 2 then inc_var non 1
  pince = 2 then dec_var pince 1
  pince = 2 then inc_var non 1
  poivjaune = 2 then dec_var poivjaune 1
  poivjaune = 2 then inc_var non 1
  poivrouge = 2 then dec_var poivrouge 1
  poivrouge = 2 then inc_var non 1
  portugal = 1  then dec_var portugal 1
  portugal = 1 then  addbmp info ..\..\barre\images\p_port.bmp 6 452 400
  raquette != 0 then addbmp  tennis rol\raquette.bmp 0 494 220
  raquette != 0 then addbmp  tennis rol\raquette.bmp 0 494 220d
  raquette = 0 then playtext 440 130 125 365 0 Une raquette de tennis
  raquette = 0 then set_var raquette 1
  raquette = 2 then dec_var raquette 1
  raquette = 2 then inc_var non 1
  reponsem = 0 then inc_var reponsem 1
  reponsem = 1 then inc_var reponsem 1
  reponsem = 2 then inc_var reponsem 1
  reponsem = 3 then inc_var reponsem 1
  reponsem = 4 then inc_var reponsem 1
  reponsem = 5 then inc_var reponsem 1
  reponsem = 6 then inc_var reponsem 1
  reponsem = 7 then inc_var reponsem 1
  reponsem = 8 then scene 12 else if affichem = 8 then scene 13i
  ressort  = 2 then inc_var non 1
  ressort = 2 then dec_var ressort 1
  riz = 2 then dec_var riz 1
  riz = 2 then inc_var non 1
  rouedent = 2 then dec_var rouedent 1
  rouedent = 2 then inc_var non 1
  rouge = 2 then dec_var rouge 1
  rouge = 2 then inc_var non 1
  ruban = 2 then dec_var ruban 1
  ruban = 2 then inc_var non 1
  sabot1 = 2 then dec_var sabot1 1
  sabot1 = 2 then inc_var non 1
  sabot2 = 2 then dec_var sabot2 1
  sabot2 = 2 then inc_var non 1
  sacados = 1 then addbmp etoile ..\..\barre\images\sac2.bmp 6 385 400
  sacados = 1 then addbmp etoile1 ..\..\barre\images\textes.bmp 6 0 454
  sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400
  sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400d
  sacados = 1 then rundll ..\barre\inv.dlld
  saliere = 2 then dec_var saliere 1
  saliere = 2 then inc_var non 1
  scotch = 2 then dec_var scotch 1
  scotch = 2 then inc_var non 1
  seche = 2 then dec_var seche 1
  seche = 2 then inc_var non 1
  sirop = 2 then dec_var sirop 1
  sirop = 2 then inc_var non 1
  skate = 2 then dec_var skate 1
  skate = 2 then inc_var non 1
  suede = 1  then dec_var suede 1d
  suede = 1 then  addbmp info ..\..\barre\images\p_suede.bmp 6 452 400
  taillepierre = 2 then dec_var taillepierre 1
  taillepierre = 2 then inc_var non 1
  telephone = 1 then addbmp etoile ..\..\barre\images\telep2.bmp 6 317 400
  telephone = 1 then addbmp etoile1 ..\..\barre\images\textet.bmp 6 0 450
  telephone = 1 then addbmp telep  ..\..\barre\images\telep.bmp 6 316 400
  telephone = 1 then closedll
  telephone = 1 then dec_var score 1
  telephone = 1 then runprj ..\couleurs1\couleurs1.vnp 4
  tondeuse = 2 then dec_var tondeuse 1
  tondeuse = 2 then inc_var non 1
  tournevis = 2 then dec_var tournevis 1
  tournevis = 2 then inc_var non 1
  trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
  trans = 1 then addbmp etoile ..\..\barre\images\trans2.bmp 6 162 400
  trans = 1 then addbmp etoile1 ..\..\barre\images\textetr.bmp 6 0 450
  trans = 1 then closedll
  trans = 1 then closewav
  trans = 1 then dec_var score 50
  trans = 1 then playavi ..\..\couleurs1\movie\retour.avi 1
  tulipejaune = 2 then dec_var tulipejaune 1
  tulipejaune = 2 then inc_var non 1
  tulipeorange = 2 then dec_var tulipeorange 1
  tulipeorange = 2 then inc_var non 1
  tuliperouge = 2 then dec_var tuliperouge 1
  tuliperouge = 2 then inc_var non 1
  tulipeverte  = 2 then inc_var non 1
  tulipeverte = 2 then dec_var tulipeverte 1
  tulipeviolet = 2 then dec_var tulipeviolet 1
  tulipeviolet = 2 then inc_var non 1
  violon = 2 then dec_var violon 1
  violon = 2 then inc_var non 1


================================================================================
VARIABLES SPÉCIFIQUES TROUVÉES:
================================================================================

🎯 ALLEMAGNE:
  @0000072A: ALLEMAGNE
  @0000CF90: allemagne = 1  then dec_var allemagne 1
  @0000DF15: allemagne = 1 then  addbmp info ..\..\barre\images\p_all.bmp 6 452 400
  @00010135: 115 110 120 120 0 Allemagne

🎯 ANGLETERRE:
  @00000756: ANGLETERRE
  @000008DE: FIOLEANGLETERRE
  @0000234D: fioleangleterre = 2 then inc_var non 1
  @00003767: fioleangleterre = 2 then inc_var non 1
  @00004E25: fioleangleterre = 2 then inc_var non 1
  @0000625C: fioleangleterre = 2 then inc_var non 1
  @000075D9: fioleangleterre = 2 then inc_var non 1
  @00008A80: fioleangleterre = 2 then inc_var non 1
  @0000C329: fioleangleterre = 2 then inc_var non 1
  @0000CF2B: angleterre = 1 then dec_var angleterre 1

🎯 AUTRICHE:
  @00000768: AUTRICHE
  @0000088D: FIOLEAUTRICHE
  @00002290: fioleautriche = 2 then inc_var non 1
  @000036AA: fioleautriche = 2 then inc_var non 1
  @00004D68: fioleautriche = 2 then inc_var non 1
  @0000619F: fioleautriche = 2 then inc_var non 1
  @0000751C: fioleautriche = 2 then inc_var non 1
  @000089C3: fioleautriche = 2 then inc_var non 1
  @0000C26C: fioleautriche = 2 then inc_var non 1
  @0000CF5F: autriche = 1  then dec_var autriche 1

🎯 BALLON:
  @00000365: BALLON1
  @00001485: ballon1 = 2 then inc_var non 1
  @0000289F: ballon1 = 2 then inc_var non 1
  @00003F5D: ballon1 = 2 then inc_var non 1
  @00005394: ballon1 = 2 then inc_var non 1
  @00006711: ballon1 = 2 then inc_var non 1
  @00007BB8: ballon1 = 2 then inc_var non 1
  @0000B461: ballon1 = 2 then inc_var non 1
  @0000E82D: ballon1 = 2 then dec_var ballon1 1

🎯 BEETHOVEN:
  @000001D8: BEETHOVEN

🎯 BELGIQUE:
  @00000778: BELGIQUE
  @0000CEBE: belgique.avi 1
  @0000CEE5: belgique 1
  @0000E300: belgique = 1 then  addbmp info ..\..\barre\images\p_belgique.bmp 6 452 400
  @0001049C: 115 110 120 120 0 Belgiqued

🎯 BIERE:
  @00000E42: EAUBIERE
  @00000E61: BIEREOK
  @00000E9E: BIERESO

🎯 BONUS:
  @000006DA: BONUS6
  @000006E8: BONUS9
  @00000B78: BONUS1
  @00000B97: BONUS2
  @00000BB4: BONUS3
  @00000BC2: BONUS4
  @00000BE1: BONUS5
  @00000BEF: BONUS8
  @00000BFD: BONUS7
  @00000D19: BONUS26

🎯 BOUT_PLO:
  @00000355: BOUT_PLO
  @000014D7: bout_plo = 2 then inc_var non 1
  @000028F1: bout_plo = 2 then inc_var non 1
  @00003FAF: bout_plo = 2 then inc_var non 1
  @000053E6: bout_plo = 2 then inc_var non 1
  @00006763: bout_plo = 2 then inc_var non 1
  @00007C0A: bout_plo = 2 then inc_var non 1
  @0000B4B3: bout_plo = 2 then inc_var non 1
  @0000E885: bout_plo = 2 then dec_var bout_plo 1

🎯 BUS:
  @00000404: BUS
  @00001502: bus = 2 then inc_var non 1
  @0000291C: bus = 2 then inc_var non 1
  @00003FDA: bus = 2 then inc_var non 1
  @00005411: bus = 2 then inc_var non 1
  @0000678E: bus = 2 then inc_var non 1
  @00007C35: bus = 2 then inc_var non 1
  @0000B4DE: bus = 2 then inc_var non 1
  @0000E8B5: bus = 2 then dec_var bus 1

🎯 CARTETOUR:
  @00000554: CARTETOUR

🎯 CASTAGNETTE:
  @0000057F: CASTAGNETTE
  @00001528: castagnette = 2 then inc_var non 1
  @00002942: castagnette = 2 then inc_var non 1
  @00004000: castagnette = 2 then inc_var non 1
  @00005437: castagnette = 2 then inc_var non 1
  @000067B4: castagnette = 2 then inc_var non 1
  @00007C5B: castagnette = 2 then inc_var non 1
  @0000B504: castagnette = 2 then inc_var non 1
  @0000E8DB: castagnette = 2 then dec_var castagnette 1

🎯 CHAMPAGNE:
  @00000BD0: CHAMPAGNE
  @00000C2B: CHAMPAGNE2
  @00001FA8: champagne = 2 then inc_var non 1
  @000033C2: champagne = 2 then inc_var non 1
  @00004A80: champagne = 2 then inc_var non 1
  @00005EB7: champagne = 2 then inc_var non 1
  @00007234: champagne = 2 then inc_var non 1
  @000086DB: champagne = 2 then inc_var non 1
  @0000BF84: champagne = 2 then inc_var non 1
  @0000F454: champagne = 2 then dec_var champagne 1

🎯 CPHOTO:
  @000005BD: CPHOTO

🎯 DANSE:
  @00000592: DANSE

🎯 ECOSSE:
  @000007A8: ECOSSE
  @0000082B: FIOLEECOSSE
  @000021A7: fioleecosse = 2 then inc_var non 1
  @000035C1: fioleecosse = 2 then inc_var non 1
  @00004C7F: fioleecosse = 2 then inc_var non 1
  @000060B6: fioleecosse = 2 then inc_var non 1
  @00007433: fioleecosse = 2 then inc_var non 1
  @000088DA: fioleecosse = 2 then inc_var non 1
  @00008CB2: ..\..\ecosse\img24\papierbleu.bmp
  @00009045: ..\..\ecosse\img24\papierbleu.bmp

🎯 ESPAGNE:
  @000007B6: ESPAGNE
  @00000852: FIOLEESPAGNE
  @000008B6: FIOLEESPAGNE2
  @00002204: fioleespagne = 2 then inc_var non 1
  @000022EF: fioleespagne2 = 2 then inc_var non 1
  @0000361E: fioleespagne = 2 then inc_var non 1
  @00003709: fioleespagne2 = 2 then inc_var non 1
  @00004CDC: fioleespagne = 2 then inc_var non 1
  @00004DC7: fioleespagne2 = 2 then inc_var non 1
  @00006113: fioleespagne = 2 then inc_var non 1

🎯 FINLANDE:
  @000007C5: FINLANDE
  @00000878: FIOLEFINLANDE
  @00002260: fiolefinlande = 2 then inc_var non 1
  @0000367A: fiolefinlande = 2 then inc_var non 1
  @00004D38: fiolefinlande = 2 then inc_var non 1
  @0000616F: fiolefinlande = 2 then inc_var non 1
  @000074EC: fiolefinlande = 2 then inc_var non 1
  @00008993: fiolefinlande = 2 then inc_var non 1
  @0000C23C: fiolefinlande = 2 then inc_var non 1
  @0000D04C: finlande = 1  then dec_var finlande 1

🎯 FIOLE:
  @000003A9: FIOLEGRECE
  @000005CB: FIOLEGRECE2
  @000005DE: FIOLEVASE
  @0000062A: FIOLEAUTR
  @0000073B: FIOLE
  @0000082B: FIOLEECOSSE
  @0000083E: FIOLEIRLANDE
  @00000852: FIOLEESPAGNE
  @00000866: FIOLESUEDE
  @00000878: FIOLEFINLANDE

🎯 FIOLEAUTR:
  @0000062A: FIOLEAUTR
  @0000088D: FIOLEAUTRICHE
  @00002290: fioleautriche = 2 then inc_var non 1
  @000036AA: fioleautriche = 2 then inc_var non 1
  @00004D68: fioleautriche = 2 then inc_var non 1
  @0000619F: fioleautriche = 2 then inc_var non 1
  @0000751C: fioleautriche = 2 then inc_var non 1
  @000089C3: fioleautriche = 2 then inc_var non 1
  @0000C26C: fioleautriche = 2 then inc_var non 1
  @0000F7A5: fioleautriche = 2 then dec_var  fioleautriche 1

🎯 FIOLEGRECE:
  @000003A9: FIOLEGRECE
  @000005CB: FIOLEGRECE2
  @0000214C: fiolegrece = 2 then inc_var non 1
  @00002179: fiolegrece2 = 2 then inc_var non 1
  @00003566: fiolegrece = 2 then inc_var non 1
  @00003593: fiolegrece2 = 2 then inc_var non 1
  @00004C24: fiolegrece = 2 then inc_var non 1
  @00004C51: fiolegrece2 = 2 then inc_var non 1
  @0000605B: fiolegrece = 2 then inc_var non 1
  @00006088: fiolegrece2 = 2 then inc_var non 1

